pid,uptake_year,mc,uptake_group
131117,27,3,2
131171,29,3,2
131176,35,3,2
131253,34,3,2
131258,31,3,2
131263,26,3,2
131342,33,3,2
131378,31,3,2
131402,32,3,2
131559,31,3,2
131775,26,3,2
131888,32,3,2
131952,38,3,2
131998,26,3,2
132041,30,3,2
132050,31,3,2
132133,29,3,2
132187,29,3,2
132190,25,3,2
132198,27,3,2
132200,40,3,2
132204,32,3,2
132271,29,3,2
132296,29,3,2
132321,27,3,2
132492,43,3,2
132498,30,3,2
132529,26,3,2
132624,44,3,2
132688,25,3,2
132732,25,3,2
132754,34,3,2
132768,30,3,2
132775,31,3,2
132778,29,3,2
132790,35,3,2
132799,36,3,2
132803,37,3,2
132804,25,3,2
132829,28,3,2
132910,29,3,2
133011,30,3,2
133016,27,3,2
133030,26,3,2
133037,34,3,2
133119,27,3,2
133146,28,3,2
133154,34,3,2
133156,33,3,2
133180,34,3,2
133231,33,3,2
133261,33,3,2
133267,34,3,2
133377,28,3,2
133631,33,3,2
133635,35,3,2
133638,31,3,2
133721,33,3,2
133742,37,3,2
133763,38,3,2
133769,26,3,2
133774,31,3,2
133820,30,3,2
133856,28,3,2
133875,26,3,2
133906,28,3,2
133965,25,3,2
133975,27,3,2
133986,35,3,2
134013,25,3,2
134026,25,3,2
134055,33,3,2
134108,34,3,2
134153,31,3,2
134159,37,3,2
134184,25,3,2
134240,36,3,2
134245,26,3,2
134287,43,3,2
134313,26,3,2
134346,27,3,2
134493,36,3,2
134509,25,3,2
134538,29,3,2
134630,31,3,2
134728,25,3,2
134739,37,3,2
134767,31,3,2
134771,27,3,2
134777,32,3,2
134792,33,3,2
134802,31,3,2
134815,26,3,2
134834,39,3,2
134861,31,3,2
134884,40,3,2
134890,33,3,2
134898,27,3,2
134928,37,3,2
134971,26,3,2
135007,27,3,2
135088,31,3,2
135098,30,3,2
135103,32,3,2
135183,39,3,2
135262,28,3,2
135266,32,3,2
135331,29,3,2
135427,34,3,2
135437,26,3,2
135528,44,3,2
135574,31,3,2
135583,32,3,2
135618,26,3,2
135630,31,3,2
135700,26,3,2
135854,39,3,2
135867,28,3,2
135870,42,3,2
135954,29,3,2
135972,32,3,2
135990,30,3,2
136007,41,3,2
136068,28,3,2
136114,34,3,2
136138,25,3,2
136148,34,3,2
136251,28,3,2
136258,38,3,2
136267,30,3,2
136333,33,3,2
136479,38,3,2
136534,31,3,2
136570,35,3,2
136583,30,3,2
136608,30,3,2
136640,25,3,2
136657,33,3,2
136766,30,3,2
136769,31,3,2
136830,27,3,2
136836,37,3,2
136878,38,3,2
136899,25,3,2
136942,33,3,2
136954,37,3,2
136963,36,3,2
136970,33,3,2
136981,41,3,2
137071,33,3,2
137075,27,3,2
137116,34,3,2
137131,44,3,2
137165,33,3,2
137199,26,3,2
137221,25,3,2
137223,27,3,2
137229,35,3,2
137243,27,3,2
137286,27,3,2
137327,28,3,2
137381,25,3,2
137445,39,3,2
137451,42,3,2
137479,39,3,2
137544,31,3,2
137545,34,3,2
137607,32,3,2
137664,29,3,2
137707,32,3,2
137709,26,3,2
137841,39,3,2
137842,27,3,2
137931,32,3,2
137939,37,3,2
137980,42,3,2
138000,30,3,2
138001,27,3,2
138008,30,3,2
138081,36,3,2
138119,32,3,2
138138,33,3,2
138151,28,3,2
138190,34,3,2
138200,28,3,2
138255,27,3,2
138367,35,3,2
138413,36,3,2
138424,43,3,2
138442,36,3,2
138457,25,3,2
138467,25,3,2
138503,35,3,2
138511,31,3,2
138540,28,3,2
138541,26,3,2
138567,27,3,2
138584,27,3,2
138623,30,3,2
138725,31,3,2
138749,25,3,2
138756,25,3,2
138797,41,3,2
138841,29,3,2
138860,33,3,2
138867,32,3,2
138869,25,3,2
138873,25,3,2
138967,28,3,2
139013,31,3,2
139070,27,3,2
139136,33,3,2
139144,42,3,2
139147,40,3,2
139158,36,3,2
139160,33,3,2
139166,34,3,2
139178,35,3,2
139184,33,3,2
139188,36,3,2
139189,38,3,2
139212,28,3,2
139246,36,3,2
139261,32,3,2
139475,30,3,2
139522,29,3,2
139546,35,3,2
139549,25,3,2
139584,28,3,2
139685,25,3,2
139757,40,3,2
139760,28,3,2
139765,27,3,2
139800,33,3,2
139805,27,3,2
139806,27,3,2
139849,42,3,2
139936,27,3,2
139958,34,3,2
139963,35,3,2
139976,29,3,2
139997,26,3,2
140022,25,3,2
140054,30,3,2
140081,28,3,2
140113,29,3,2
140186,33,3,2
140208,36,3,2
140212,28,3,2
140234,25,3,2
140247,27,3,2
140258,37,3,2
140292,31,3,2
140309,39,3,2
140319,28,3,2
140394,35,3,2
140398,33,3,2
140432,34,3,2
140434,30,3,2
140520,44,3,2
140550,38,3,2
140551,27,3,2
140560,26,3,2
140601,29,3,2
140613,38,3,2
140715,29,3,2
140719,32,3,2
140767,31,3,2
140809,30,3,2
140818,32,3,2
140841,28,3,2
140925,27,3,2
140990,43,3,2
141006,30,3,2
141031,32,3,2
141069,26,3,2
141115,36,3,2
141129,28,3,2
141148,31,3,2
141176,33,3,2
141182,31,3,2
141190,31,3,2
141195,28,3,2
141204,26,3,2
141249,25,3,2
141293,29,3,2
141367,31,3,2
141408,30,3,2
141419,44,3,2
141446,41,3,2
141509,25,3,2
141528,26,3,2
141665,35,3,2
141743,31,3,2
141825,41,3,2
141847,30,3,2
141888,31,3,2
141907,25,3,2
141997,26,3,2
142020,34,3,2
142082,35,3,2
142143,42,3,2
142183,31,3,2
142189,43,3,2
142242,34,3,2
142348,26,3,2
142428,25,3,2
142443,30,3,2
142458,33,3,2
142610,25,3,2
142613,35,3,2
142693,34,3,2
142697,31,3,2
142709,25,3,2
142722,29,3,2
142726,28,3,2
142738,31,3,2
142749,34,3,2
142769,36,3,2
143003,25,3,2
143048,25,3,2
143063,34,3,2
143070,29,3,2
143158,35,3,2
143185,30,3,2
143186,27,3,2
143199,28,3,2
143215,44,3,2
143223,33,3,2
143254,30,3,2
143260,32,3,2
143287,41,3,2
143290,41,3,2
143307,28,3,2
143336,31,3,2
143351,35,3,2
143377,26,3,2
143452,31,3,2
143455,40,3,2
143463,27,3,2
143494,43,3,2
143501,32,3,2
143573,26,3,2
143643,29,3,2
143662,25,3,2
143681,43,3,2
143697,38,3,2
143698,28,3,2
143731,30,3,2
143780,42,3,2
143845,29,3,2
143920,25,3,2
143941,27,3,2
143975,41,3,2
144040,35,3,2
144134,38,3,2
144235,33,3,2
144239,25,3,2
144273,38,3,2
144285,32,3,2
144335,26,3,2
144372,27,3,2
144384,39,3,2
144389,28,3,2
144476,28,3,2
144486,42,3,2
144489,34,3,2
144496,27,3,2
144498,28,3,2
144507,32,3,2
144517,32,3,2
144538,37,3,2
144542,30,3,2
144546,41,3,2
144559,37,3,2
144565,35,3,2
144585,33,3,2
144626,28,3,2
144647,44,3,2
144658,32,3,2
144683,33,3,2
144700,26,3,2
144811,32,3,2
144860,33,3,2
144899,40,3,2
144907,31,3,2
144932,33,3,2
144975,26,3,2
144983,32,3,2
145010,27,3,2
145032,32,3,2
145036,34,3,2
145110,35,3,2
145166,27,3,2
145169,28,3,2
145172,34,3,2
145229,26,3,2
145260,34,3,2
145273,34,3,2
145339,25,3,2
145386,25,3,2
145402,26,3,2
145456,27,3,2
145460,32,3,2
145479,29,3,2
145502,30,3,2
145559,26,3,2
145630,32,3,2
145642,29,3,2
145864,25,3,2
145963,39,3,2
146025,26,3,2
146029,25,3,2
146055,25,3,2
146059,27,3,2
146074,34,3,2
146081,27,3,2
146094,36,3,2
146100,25,3,2
146238,26,3,2
146243,44,3,2
146251,40,3,2
146278,38,3,2
146294,25,3,2
146317,35,3,2
146346,34,3,2
146385,39,3,2
146397,40,3,2
146400,25,3,2
146434,31,3,2
146486,28,3,2
146494,25,3,2
146495,30,3,2
146515,38,3,2
146565,25,3,2
146603,30,3,2
146623,32,3,2
146693,37,3,2
146712,25,3,2
146848,44,3,2
146880,41,3,2
146967,34,3,2
147035,35,3,2
147060,40,3,2
147093,30,3,2
147120,26,3,2
147122,25,3,2
147197,37,3,2
147216,41,3,2
147261,42,3,2
147287,25,3,2
147297,25,3,2
147351,34,3,2
147355,32,3,2
147448,26,3,2
147471,32,3,2
147498,33,3,2
147533,29,3,2
147535,37,3,2
147613,30,3,2
147617,31,3,2
147626,31,3,2
147649,32,3,2
147658,31,3,2
147666,41,3,2
147670,25,3,2
147687,39,3,2
147743,40,3,2
147803,28,3,2
147807,25,3,2
147813,37,3,2
147820,32,3,2
147822,34,3,2
147828,34,3,2
147886,26,3,2
147897,36,3,2
148055,28,3,2
148060,34,3,2
148092,29,3,2
148106,25,3,2
148147,28,3,2
148165,32,3,2
148180,26,3,2
148251,28,3,2
148286,29,3,2
148359,28,3,2
148367,26,3,2
148383,25,3,2
148406,32,3,2
148412,30,3,2
148476,43,3,2
148554,31,3,2
148562,37,3,2
148568,28,3,2
148570,27,3,2
148625,27,3,2
148629,29,3,2
148672,25,3,2
148680,28,3,2
148686,34,3,2
148690,25,3,2
148759,25,3,2
148825,33,3,2
148841,43,3,2
148844,28,3,2
148847,37,3,2
148929,31,3,2
148953,27,3,2
148960,32,3,2
148973,27,3,2
148980,37,3,2
149012,34,3,2
149026,37,3,2
149037,25,3,2
149039,37,3,2
149050,42,3,2
149066,43,3,2
149103,26,3,2
149128,34,3,2
149147,28,3,2
149149,35,3,2
149178,26,3,2
149182,27,3,2
149214,34,3,2
149232,36,3,2
149440,26,3,2
149497,42,3,2
149564,25,3,2
149618,35,3,2
149696,41,3,2
149732,33,3,2
149741,33,3,2
149771,27,3,2
149848,28,3,2
149856,43,3,2
149875,42,3,2
149936,25,3,2
149942,39,3,2
149984,35,3,2
150027,34,3,2
150048,27,3,2
150102,39,3,2
150108,25,3,2
150240,29,3,2
150250,27,3,2
150279,31,3,2
150286,30,3,2
150319,28,3,2
150337,35,3,2
150485,32,3,2
150491,27,3,2
150495,29,3,2
150503,32,3,2
150577,35,3,2
150600,29,3,2
150641,32,3,2
150765,32,3,2
150784,25,3,2
150801,27,3,2
150820,35,3,2
150826,39,3,2
150869,31,3,2
150873,30,3,2
150879,29,3,2
151020,28,3,2
151035,30,3,2
151050,34,3,2
151062,28,3,2
151094,30,3,2
151100,34,3,2
151116,26,3,2
151157,28,3,2
151191,37,3,2
151249,32,3,2
151305,26,3,2
151334,37,3,2
151366,32,3,2
151381,27,3,2
151486,27,3,2
151502,41,3,2
151510,27,3,2
151577,28,3,2
151594,43,3,2
151597,44,3,2
151641,25,3,2
151659,42,3,2
151676,28,3,2
151699,36,3,2
151730,26,3,2
151785,33,3,2
151787,29,3,2
151802,36,3,2
151837,33,3,2
151887,32,3,2
151896,30,3,2
151904,28,3,2
151930,27,3,2
151985,29,3,2
151995,30,3,2
152034,43,3,2
152054,25,3,2
152077,32,3,2
152114,33,3,2
152128,40,3,2
152185,28,3,2
152200,42,3,2
152206,26,3,2
152224,25,3,2
152244,40,3,2
152252,36,3,2
152260,27,3,2
152279,36,3,2
152364,33,3,2
152366,38,3,2
152376,28,3,2
152378,26,3,2
152550,29,3,2
152553,32,3,2
152616,26,3,2
152623,34,3,2
152628,30,3,2
152650,26,3,2
152687,28,3,2
152697,31,3,2
152700,40,3,2
152707,30,3,2
152752,31,3,2
152765,34,3,2
152797,27,3,2
152859,38,3,2
152902,26,3,2
152940,41,3,2
152952,26,3,2
153004,27,3,2
153025,25,3,2
153035,36,3,2
153063,26,3,2
153077,33,3,2
153085,38,3,2
153116,37,3,2
153124,29,3,2
153226,28,3,2
153234,28,3,2
153287,28,3,2
153307,33,3,2
153360,29,3,2
153405,28,3,2
153419,32,3,2
153422,31,3,2
153424,42,3,2
153456,26,3,2
153458,34,3,2
153525,32,3,2
153531,32,3,2
153582,25,3,2
153598,32,3,2
153600,26,3,2
153635,32,3,2
153680,34,3,2
153685,27,3,2
153729,29,3,2
153753,44,3,2
153796,32,3,2
153821,33,3,2
153830,41,3,2
153833,29,3,2
153835,32,3,2
153850,31,3,2
153979,30,3,2
153982,30,3,2
153998,35,3,2
154001,33,3,2
154038,31,3,2
154070,35,3,2
154081,36,3,2
154085,42,3,2
154095,35,3,2
154097,30,3,2
154112,25,3,2
154143,26,3,2
154242,27,3,2
154243,30,3,2
154292,34,3,2
154439,29,3,2
154489,44,3,2
154491,27,3,2
154564,39,3,2
154570,33,3,2
154594,33,3,2
154634,28,3,2
154651,32,3,2
154689,32,3,2
154705,30,3,2
154752,33,3,2
154782,34,3,2
154784,28,3,2
154795,33,3,2
154815,38,3,2
154830,35,3,2
154845,28,3,2
154879,28,3,2
154902,27,3,2
154909,33,3,2
154979,25,3,2
155025,30,3,2
155083,35,3,2
155102,26,3,2
155105,37,3,2
155132,31,3,2
155139,25,3,2
155144,38,3,2
155219,30,3,2
155398,33,3,2
155403,44,3,2
155446,29,3,2
155467,36,3,2
155503,29,3,2
155516,32,3,2
155543,43,3,2
155601,31,3,2
155727,28,3,2
155756,26,3,2
155771,38,3,2
155779,44,3,2
155808,37,3,2
155959,28,3,2
155985,27,3,2
156034,30,3,2
156065,30,3,2
156077,30,3,2
156091,28,3,2
156098,25,3,2
156192,29,3,2
156230,28,3,2
156241,35,3,2
156256,34,3,2
156264,34,3,2
156302,31,3,2
156358,37,3,2
156365,37,3,2
156381,32,3,2
156402,30,3,2
156404,28,3,2
156410,26,3,2
156434,39,3,2
156450,44,3,2
156456,25,3,2
156532,26,3,2
156539,32,3,2
156598,28,3,2
156642,36,3,2
156652,42,3,2
156753,28,3,2
156761,31,3,2
156789,41,3,2
156833,34,3,2
156840,28,3,2
156853,28,3,2
156924,40,3,2
156977,33,3,2
156993,26,3,2
157018,26,3,2
157023,28,3,2
157030,32,3,2
157110,30,3,2
157194,31,3,2
157271,32,3,2
100000008,36,3,2
100000103,27,3,2
100000129,32,3,2
100000132,39,3,2
100000296,27,3,2
100000419,43,3,2
100000459,36,3,2
100000469,38,3,2
100000493,39,3,2
100000545,29,3,2
100000550,34,3,2
100000610,43,3,2
100000641,38,3,2
100000688,30,3,2
100000709,40,3,2
100000816,34,3,2
100000929,30,3,2
100000998,41,3,2
100001062,35,3,2
100001253,41,3,2
100001350,36,3,2
100001377,37,3,2
100001381,33,3,2
100001416,30,3,2
100001429,35,3,2
100001497,40,3,2
100001832,33,3,2
100001844,36,3,2
100001854,43,3,2
100001864,43,3,2
100001921,33,3,2
100001953,38,3,2
100001985,25,3,2
100002020,37,3,2
100002084,27,3,2
100002097,31,3,2
100002118,37,3,2
100002247,30,3,2
100002249,43,3,2
100002279,38,3,2
100002466,38,3,2
100002475,42,3,2
100002518,43,3,2
100002531,43,3,2
100002563,44,3,2
100002600,26,3,2
100002806,38,3,2
100002954,41,3,2
100002958,30,3,2
100003082,30,3,2
100003206,27,3,2
100003246,41,3,2
100003248,30,3,2
100003275,43,3,2
100003283,44,3,2
100003297,44,3,2
100003314,40,3,2
100003389,42,3,2
100003396,39,3,2
100003499,41,3,2
100003562,42,3,2
100003585,33,3,2
100003719,26,3,2
100003762,35,3,2
100003793,44,3,2
100003842,36,3,2
100003877,44,3,2
100003911,42,3,2
100003950,29,3,2
100003972,26,3,2
100004011,38,3,2
100004034,36,3,2
100004161,41,3,2
100004186,41,3,2
100004198,40,3,2
100004199,33,3,2
100004208,37,3,2
100004354,32,3,2
100004362,41,3,2
100004387,37,3,2
100004401,35,3,2
100004430,37,3,2
100004435,43,3,2
100004439,41,3,2
100004485,36,3,2
100004488,34,3,2
100004598,37,3,2
100004629,44,3,2
100004643,33,3,2
100004678,40,3,2
100004707,44,3,2
100004765,44,3,2
100004852,43,3,2
100004875,32,3,2
100004881,39,3,2
100004906,38,3,2
100004949,34,3,2
100005047,43,3,2
100005127,30,3,2
100005252,27,3,2
100005253,29,3,2
100005255,41,3,2
100005286,43,3,2
100005552,42,3,2
100005602,30,3,2
100005603,31,3,2
100005610,41,3,2
100005624,42,3,2
100005638,42,3,2
100005665,31,3,2
100005774,39,3,2
100005988,35,3,2
100005990,44,3,2
100005991,35,3,2
100006027,29,3,2
100006039,37,3,2
100006119,29,3,2
100006120,30,3,2
100006153,42,3,2
100006154,38,3,2
100006188,29,3,2
100006324,33,3,2
100006345,34,3,2
100006506,30,3,2
100006598,42,3,2
100006819,44,3,2
100007013,43,3,2
100007027,42,3,2
100007047,37,3,2
100007074,44,3,2
100007086,35,3,2
100007093,34,3,2
100007139,41,3,2
100007144,33,3,2
100007207,28,3,2
100007220,43,3,2
100007239,44,3,2
100007270,37,3,2
100007282,34,3,2
100007307,27,3,2
100007564,44,3,2
100007587,36,3,2
100007592,43,3,2
100007778,28,3,2
100007856,41,3,2
100007895,43,3,2
100007959,44,3,2
100008078,33,3,2
100008163,36,3,2
100008165,33,3,2
100008265,37,3,2
100008296,33,3,2
100008305,37,3,2
100008428,40,3,2
100008459,44,3,2
100008490,31,3,2
100008558,41,3,2
100008580,38,3,2
100008612,31,3,2
100008651,44,3,2
100008678,40,3,2
100008773,36,3,2
100008812,40,3,2
100008888,39,3,2
100008902,31,3,2
100008929,34,3,2
100008941,28,3,2
100008964,33,3,2
100008965,43,3,2
100008980,44,3,2
100009000,26,3,2
100009033,41,3,2
100009073,33,3,2
100009093,37,3,2
100009106,40,3,2
100009131,34,3,2
100009140,43,3,2
100009158,38,3,2
100009201,37,3,2
100009355,39,3,2
100009396,42,3,2
100009409,43,3,2
100009421,40,3,2
100009455,39,3,2
100009551,36,3,2
100009583,44,3,2
100009649,42,3,2
100009667,43,3,2
100009833,33,3,2
100009916,42,3,2
100010020,43,3,2
100010064,37,3,2
100010094,31,3,2
100010096,30,3,2
100010189,44,3,2
100010243,25,3,2
100010319,44,3,2
100010342,39,3,2
100010388,40,3,2
100010416,35,3,2
100010436,30,3,2
100010466,33,3,2
100010502,44,3,2
100010538,37,3,2
100010594,30,3,2
100010595,36,3,2
100010658,32,3,2
100010758,31,3,2
100010855,31,3,2
100010888,43,3,2
100010891,33,3,2
100010915,31,3,2
100010962,43,3,2
100011001,44,3,2
100011149,33,3,2
100011212,32,3,2
100011283,44,3,2
100011337,35,3,2
100011403,44,3,2
100011537,36,3,2
100011587,32,3,2
100011599,39,3,2
100011716,29,3,2
100011738,42,3,2
100011762,38,3,2
100011895,36,3,2
100011905,29,3,2
100012034,27,3,2
100012040,35,3,2
100012044,43,3,2
100012053,41,3,2
100012065,42,3,2
100012072,35,3,2
100012129,41,3,2
100012161,33,3,2
100012225,39,3,2
100012473,43,3,2
100012487,42,3,2
100012505,42,3,2
100012552,43,3,2
100012614,33,3,2
100012621,39,3,2
100012628,37,3,2
100012711,32,3,2
100012715,38,3,2
100012802,42,3,2
100012900,34,3,2
100012901,29,3,2
100012936,41,3,2
100013000,41,3,2
100013001,44,3,2
100013019,40,3,2
100013029,39,3,2
100013035,32,3,2
100013040,44,3,2
100013045,41,3,2
100013062,25,3,2
100013070,30,3,2
100013090,34,3,2
100013156,31,3,2
100013158,35,3,2
100013218,28,3,2
100013316,37,3,2
100013318,44,3,2
100013385,37,3,2
100013409,38,3,2
100013418,35,3,2
100013443,42,3,2
100013505,35,3,2
100013509,44,3,2
100013510,40,3,2
100013680,43,3,2
100013732,38,3,2
100013813,34,3,2
100013857,35,3,2
100013936,40,3,2
100014020,30,3,2
100014025,34,3,2
100014108,43,3,2
100014147,31,3,2
100014312,40,3,2
100014351,37,3,2
100014370,32,3,2
100014380,35,3,2
100014401,38,3,2
100014447,33,3,2
100014466,25,3,2
100014482,32,3,2
100014544,41,3,2
100014628,33,3,2
100014643,37,3,2
100014693,38,3,2
100014701,34,3,2
100014712,43,3,2
100014787,35,3,2
100014913,44,3,2
100014946,25,3,2
100014953,31,3,2
100014984,38,3,2
100014995,41,3,2
100015152,38,3,2
100015192,44,3,2
100015249,43,3,2
100015273,38,3,2
100015279,42,3,2
100015288,42,3,2
100015301,36,3,2
100015303,33,3,2
100015408,35,3,2
100015457,30,3,2
100015467,39,3,2
100015522,30,3,2
100015538,38,3,2
100015618,33,3,2
100015681,38,3,2
100015714,36,3,2
100015725,37,3,2
100015789,40,3,2
100015844,30,3,2
100015875,41,3,2
100015882,43,3,2
100015952,41,3,2
100015953,32,3,2
100016015,38,3,2
100016067,28,3,2
100016102,36,3,2
100016129,34,3,2
100016151,42,3,2
100016193,41,3,2
100016395,40,3,2
100016503,42,3,2
100016577,28,3,2
100016581,27,3,2
100016620,36,3,2
100016646,32,3,2
100016679,38,3,2
100016814,42,3,2
100016835,41,3,2
100016841,27,3,2
100016892,42,3,2
100017037,38,3,2
100017058,33,3,2
100017223,30,3,2
100017411,31,3,2
100017490,44,3,2
100017539,31,3,2
100017569,35,3,2
100017573,28,3,2
100017604,35,3,2
100017621,40,3,2
100017731,42,3,2
100017767,29,3,2
100017773,33,3,2
100017796,27,3,2
100017798,33,3,2
100017800,44,3,2
100017829,39,3,2
100017857,31,3,2
100017903,36,3,2
100018028,34,3,2
100018116,32,3,2
100018136,44,3,2
100018166,36,3,2
100018177,30,3,2
100018213,25,3,2
100018250,31,3,2
100018280,30,3,2
100018342,44,3,2
100018347,43,3,2
100018369,30,3,2
100018541,32,3,2
100018561,33,3,2
100018627,36,3,2
100018698,43,3,2
100018768,33,3,2
100018788,34,3,2
100018830,34,3,2
100018886,44,3,2
100018930,32,3,2
100019032,37,3,2
100019176,40,3,2
100019219,43,3,2
100019220,37,3,2
100019238,39,3,2
100019281,40,3,2
100019319,43,3,2
100019348,38,3,2
100019350,43,3,2
100019367,37,3,2
100019427,42,3,2
100019557,33,3,2
100019571,44,3,2
100019634,41,3,2
100019635,38,3,2
100019658,36,3,2
100019695,39,3,2
100019726,40,3,2
100019729,37,3,2
100019780,32,3,2
100019783,41,3,2
100019790,40,3,2
100019820,40,3,2
100019906,33,3,2
100019937,36,3,2
100020034,35,3,2
100020046,33,3,2
100020072,36,3,2
100020144,42,3,2
100020161,28,3,2
100020164,37,3,2
100020238,36,3,2
100020353,32,3,2
100020399,42,3,2
100020466,41,3,2
100020481,30,3,2
100020486,27,3,2
100020514,44,3,2
100020517,26,3,2
100020520,35,3,2
100020584,32,3,2
100020589,43,3,2
100020617,26,3,2
100020819,44,3,2
100020844,34,3,2
100020869,39,3,2
100020898,28,3,2
100021006,36,3,2
100021027,41,3,2
100021160,34,3,2
100021282,29,3,2
100021574,30,3,2
100021669,40,3,2
100021733,41,3,2
100021775,37,3,2
100021778,43,3,2
100021794,37,3,2
100021825,30,3,2
100021998,38,3,2
100022033,35,3,2
100022121,35,3,2
100022157,32,3,2
100022195,41,3,2
100022223,42,3,2
100022276,33,3,2
100022328,41,3,2
100022374,31,3,2
100022385,38,3,2
100022416,37,3,2
100022433,28,3,2
100022436,33,3,2
100022441,30,3,2
100022552,41,3,2
100022786,40,3,2
100022822,37,3,2
100022825,40,3,2
100022857,42,3,2
100023017,31,3,2
100023021,36,3,2
100023030,43,3,2
100023077,44,3,2
100023111,25,3,2
100023184,41,3,2
100023266,33,3,2
100023321,40,3,2
100023396,28,3,2
100023435,43,3,2
100023495,27,3,2
100023509,43,3,2
100023568,37,3,2
100023588,29,3,2
100023630,42,3,2
100023636,38,3,2
100023655,44,3,2
100023716,28,3,2
100023717,40,3,2
100023732,42,3,2
100023759,43,3,2
100023887,34,3,2
100023986,38,3,2
100024054,43,3,2
100024067,36,3,2
100024072,36,3,2
100024104,34,3,2
100024170,44,3,2
100024239,40,3,2
100024363,35,3,2
100024398,39,3,2
100024421,28,3,2
100024644,37,3,2
100024716,38,3,2
100024805,37,3,2
100024915,35,3,2
100025097,36,3,2
100025149,43,3,2
100025165,34,3,2
100025173,36,3,2
100025191,44,3,2
100025272,42,3,2
100025330,31,3,2
100025348,39,3,2
100025356,36,3,2
100025361,44,3,2
100025419,40,3,2
100025442,31,3,2
100025473,32,3,2
100025474,32,3,2
100025475,29,3,2
100025518,41,3,2
100025538,33,3,2
100025618,42,3,2
100025634,38,3,2
100025863,43,3,2
100025901,40,3,2
100025913,42,3,2
100025967,33,3,2
100026025,44,3,2
100026253,41,3,2
100026317,41,3,2
100026337,30,3,2
100026439,42,3,2
100026446,35,3,2
100026510,44,3,2
100026530,42,3,2
100026579,43,3,2
100026678,38,3,2
100026754,31,3,2
100027018,32,3,2
100027270,34,3,2
100027274,44,3,2
100027316,40,3,2
100027373,43,3,2
100027521,35,3,2
100027559,34,3,2
100027590,30,3,2
100027824,39,3,2
100027848,44,3,2
100027945,31,3,2
100027946,34,3,2
100028071,39,3,2
100028074,42,3,2
100028110,38,3,2
100028227,38,3,2
100028286,44,3,2
100028329,33,3,2
100028463,30,3,2
100028493,30,3,2
100028712,44,3,2
100028824,40,3,2
100028828,42,3,2
100028870,43,3,2
100028932,34,3,2
100028934,27,3,2
100029001,38,3,2
100029098,37,3,2
100029121,33,3,2
100029286,44,3,2
100029291,37,3,2
100029320,25,3,2
100029354,44,3,2
100029443,31,3,2
100029445,40,3,2
100029492,37,3,2
100029603,32,3,2
100029614,31,3,2
100029725,42,3,2
100029732,34,3,2
100029771,44,3,2
100029826,42,3,2
100029903,40,3,2
100030026,29,3,2
100030052,40,3,2
100030056,42,3,2
100030075,40,3,2
100030124,32,3,2
100030211,29,3,2
100030308,42,3,2
100030413,41,3,2
100030501,41,3,2
100030515,40,3,2
100030650,42,3,2
100030659,37,3,2
100030728,29,3,2
100030790,30,3,2
100030873,44,3,2
100030881,25,3,2
100030883,35,3,2
100031093,43,3,2
100031134,43,3,2
100031146,44,3,2
100031174,28,3,2
100031247,40,3,2
100031335,35,3,2
100031344,34,3,2
100031375,36,3,2
100031401,36,3,2
100031403,42,3,2
100031483,41,3,2
100031514,39,3,2
100031534,36,3,2
100031619,34,3,2
100031749,36,3,2
100031765,38,3,2
100031813,32,3,2
100031859,44,3,2
100032046,33,3,2
100032214,43,3,2
100032322,33,3,2
100032465,37,3,2
100032516,34,3,2
100032519,41,3,2
100032577,35,3,2
100032611,44,3,2
100032617,44,3,2
100032641,29,3,2
100032643,26,3,2
100032688,36,3,2
100032731,41,3,2
100032876,41,3,2
100032885,43,3,2
100032936,33,3,2
100032977,33,3,2
100032978,39,3,2
100033122,37,3,2
100033322,43,3,2
100033337,40,3,2
100033431,38,3,2
100033476,43,3,2
100033515,41,3,2
100033569,35,3,2
100033574,33,3,2
100033722,39,3,2
100033736,41,3,2
100033737,25,3,2
100033890,30,3,2
100033899,38,3,2
100033926,42,3,2
100033987,34,3,2
100034007,37,3,2
100034020,27,3,2
100034021,39,3,2
100034306,39,3,2
100034320,43,3,2
100034532,42,3,2
100034725,33,3,2
100034755,43,3,2
100034767,44,3,2
100034802,31,3,2
100034967,36,3,2
100034996,43,3,2
100035018,40,3,2
100035056,35,3,2
100035073,28,3,2
100035075,37,3,2
100035093,42,3,2
100035106,28,3,2
100035109,42,3,2
100035202,43,3,2
100035344,43,3,2
100035394,32,3,2
100035400,26,3,2
100035555,30,3,2
100035589,34,3,2
100035632,39,3,2
100035636,35,3,2
100035637,37,3,2
100035656,30,3,2
100035715,35,3,2
100035717,26,3,2
100035856,39,3,2
100035876,29,3,2
100035892,34,3,2
100036016,34,3,2
100036068,34,3,2
100036105,32,3,2
100036130,32,3,2
100036134,33,3,2
100036137,36,3,2
100036138,41,3,2
100036162,42,3,2
100036164,35,3,2
100036165,38,3,2
100036264,42,3,2
100036336,33,3,2
100036387,34,3,2
100036455,31,3,2
100036840,26,3,2
100036866,37,3,2
100036900,34,3,2
100036903,40,3,2
100036932,41,3,2
100036975,44,3,2
100037041,33,3,2
100037048,43,3,2
100037062,37,3,2
100037064,43,3,2
100037290,38,3,2
100037324,42,3,2
100037382,31,3,2
100037431,36,3,2
100037477,26,3,2
100037537,33,3,2
100037602,26,3,2
100037667,25,3,2
100037749,44,3,2
100037763,29,3,2
100037771,37,3,2
100037954,30,3,2
