pid,uptake_year,uptake_group
100139732,25,1
100140011,25,1
100140020,25,1
100140268,25,1
100140317,25,1
100140365,25,1
100140393,25,1
100140457,25,1
100140627,25,1
100140648,25,1
100140681,25,1
100140976,25,1
100141092,25,1
100141115,25,1
100141448,25,1
100141570,25,1
100141958,25,1
100142018,25,1
100142095,25,1
100142156,25,1
100142319,25,1
100142354,25,1
100142694,25,1
100142752,25,1
100142834,25,1
100142969,25,1
100143087,25,1
100143260,25,1
100143302,25,1
100143367,25,1
100143500,25,1
100143544,25,1
100143599,25,1
100143883,25,1
100144167,25,1
100144399,25,1
100144565,25,1
100144639,25,1
100144745,25,1
100144833,25,1
100144911,25,1
100145231,25,1
100145351,25,1
100145493,25,1
100145646,25,1
100145832,25,1
100145856,25,1
100145877,25,1
100146091,25,1
100146177,25,1
100146190,25,1
100146254,25,1
100146258,25,1
100146405,25,1
100146411,25,1
100146449,25,1
100147162,25,1
100147239,25,1
100147359,25,1
100147371,25,1
100148152,25,1
100148251,25,1
100148565,25,1
100149006,25,1
100149136,25,1
100149147,25,1
100149315,25,1
100149821,25,1
100149870,25,1
100149878,25,1
100150107,25,1
100150207,25,1
100150245,25,1
100150671,25,1
100150807,25,1
100151348,25,1
100151429,25,1
100151497,25,1
100151637,25,1
100151747,25,1
100151754,25,1
100151928,25,1
100151978,25,1
100152101,25,1
100152218,25,1
100152226,25,1
100152310,25,1
100152592,25,1
100152594,25,1
100152825,25,1
100152891,25,1
100152955,25,1
100153037,25,1
100153047,25,1
100153242,25,1
100153442,25,1
100153460,25,1
100153503,25,1
100153513,25,1
100153588,25,1
100153887,25,1
100153925,25,1
100153941,25,1
100154180,25,1
100154274,25,1
100154330,25,1
100154342,25,1
100154496,25,1
100154789,25,1
100154840,25,1
100154846,25,1
100155092,25,1
100155504,25,1
100155568,25,1
100155653,25,1
100156127,25,1
100156142,25,1
100156325,25,1
